차 이름,모델명,가격,주요제원[엔진형식],주요제원[과급방식],주요제원[배기량],주요제원[연료],주요제원[연비(등급)],주요제원[승차인원],주요제원[구동방식],주요제원[변속기],엔진[엔진형식],엔진[배기량],엔진[연료],엔진[최대출력],엔진[최대토크],성능[최고속도],성능[가속성능(0~100km/h)],성능[제동성능],성능[연비(등급)],성능[CO²배출량],치수[전장],치수[전폭],치수[전고],치수[축거],치수[윤거전],치수[윤거후],치수[공차중량],치수[승차인원],치수[전륜타이어],치수[후륜타이어],섀시[구동방식],섀시[변속기],섀시[전륜서스펜션],섀시[후륜서스펜션],섀시[전륜제동장치],섀시[후륜제동장치],섀시[스티어링],Error,Error
2003 스타렉스,2.5 디젤 3인승 2WD,"1,175~1,430만원","D4BH,D4CB",정보없음,"2,476~2,497cc",디젤,"수동9.7~11.3km/ℓ(3등급~4등급)별표*
",3인승,후륜구동,수동5단,"D4BH,D4CB","2,476~2,497cc",디젤,103~145hp,24.0~33.0kg.m,147~162km/h,정보없음,정보없음,"수동9.7~11.3km/ℓ(3등급~4등급)별표*
",정보없음,"5,035mm","1,820mm","1,965mm","3,080mm","1,570mm","1,545mm","1,773~1,880kg",3인승,205mm/55~70/15~16inch,205mm/55~70/15~16inch,후륜구동,수동5단,더블위시본,"5링크코일스프링,리프스프링",V디스크,디스크,랙앤피니언,,
2003 스타렉스,2.5 디젤 11인승...,"1,336~1,632만원","D4CB,D4BH",정보없음,"2,476~2,497cc",디젤,"수동9.7~10.7km/ℓ(3등급~4등급)별표*
",11인승,후륜구동,수동5단,"D4CB,D4BH","2,476~2,497cc",디젤,103~145hp,24.0~33.0kg.m,148~165km/h,정보없음,정보없음,"수동9.7~10.7km/ℓ(3등급~4등급)별표*
",정보없음,"5,035mm","1,820mm","1,965mm","3,080mm","1,570mm","1,545mm","1,916kg",11인승,205mm/70/15inch,205mm/70/15inch,후륜구동,수동5단,더블위시본,5링크코일스프링,V디스크,디스크,랙앤피니언,,
2003 스타렉스,2.5 디젤 12인승...,"1,250~1,632만원","D4CB,D4BH",정보없음,"2,476~2,497cc",디젤,"수동9.7~10.7km/ℓ(3등급~4등급)별표*
",12인승,후륜구동,수동5단,"D4CB,D4BH","2,476~2,497cc",디젤,103~145hp,24.0~33.0kg.m,148~164km/h,정보없음,정보없음,"수동9.7~10.7km/ℓ(3등급~4등급)별표*
",정보없음,"5,035mm","1,820mm","1,965mm","3,080mm","1,570mm","1,545mm","1,916~2,065kg",12인승,205mm/70/15inch,205mm/70/15inch,후륜구동,수동5단,더블위시본,5링크코일스프링,V디스크,디스크,랙앤피니언,,
2003 스타렉스,2.5 디젤 6인승 2WD,"1,284~1,331만원",D4BH,정보없음,"2,476cc",디젤,"수동10.1km/ℓ(4등급)별표*
",6인승,후륜구동,수동5단,D4BH,"2,476cc",디젤,103hp,24.0kg.m,147km/h,정보없음,정보없음,"수동10.1km/ℓ(4등급)별표*
",정보없음,"5,035mm","1,820mm","1,965mm","3,080mm","1,570mm","1,545mm","1,773kg",6인승,205mm/55/16inch,205mm/55/16inch,후륜구동,수동5단,더블위시본,5링크코일스프링,V디스크,디스크,랙앤피니언,,
2003 스타렉스,2.5 디젤 9인승 2WD,"1,329~2,059만원","D4CB,D4BH",정보없음,"2,476~2,497cc",디젤,"수동9.7km/ℓ(4등급)별표*
",9인승,후륜구동,수동5단,"D4CB,D4BH","2,476~2,497cc",디젤,103hp,24.0kg.m,148km/h,정보없음,정보없음,"수동9.7km/ℓ(4등급)별표*
",정보없음,"5,035mm","1,820mm","1,965mm","3,080mm","1,570mm","1,545mm","1,916kg",9인승,205mm/70/15inch,205mm/70/15inch,후륜구동,수동5단,더블위시본,5링크코일스프링,V디스크,디스크,랙앤피니언,,
2003 싼타페,가솔린 2.7 4WD,"2,490~2,836만원",V형6기통DOHC,정보없음,"2,656cc",가솔린,"자동8.2km/ℓ(5등급)별표*
",7인승,풀타임4륜구동,자동4단,V형6기통DOHC,"2,656cc",가솔린,185hp,25.8kg.m,정보없음,정보없음,정보없음,"자동8.2km/ℓ(5등급)별표*
",정보없음,"4,500mm","1,845mm","1,740mm","2,620mm","1,540mm","1,540mm","1,730kg",7인승,225mm/70/16inch,225mm/70/16inch,풀타임4륜구동,자동4단,맥퍼슨스트럿,더블위시본,V디스크,디스크,랙앤피니언,,
2003 싼타페,디젤 2.0 4WD,"1,996~2,405만원",2.0VGT,정보없음,"1,991cc",디젤,"수동13.4km/ℓ(2등급)별표*
",7인승,풀타임4륜구동,수동5단,2.0VGT,"1,991cc",디젤,126hp,29.5kg.m,정보없음,정보없음,정보없음,"수동13.4km/ℓ(2등급)별표*
",정보없음,"4,500mm","1,845mm","1,740mm","2,620mm","1,540mm","1,540mm","1,785kg",7인승,225mm/70/16inch,225mm/70/16inch,풀타임4륜구동,수동5단,맥퍼슨스트럿,더블위시본,V디스크,디스크,랙앤피니언,,
2003 싼타페,디젤 2.0 2WD,"1,924~2,201만원",2.0VGT,정보없음,"1,991cc",디젤,"수동14.5km/ℓ(2등급)별표*
",7인승,전륜구동,수동5단,2.0VGT,"1,991cc",디젤,126hp,29.5kg.m,정보없음,정보없음,정보없음,"수동14.5km/ℓ(2등급)별표*
",정보없음,"4,500mm","1,845mm","1,740mm","2,620mm","1,540mm","1,540mm","1,675kg",7인승,225mm/70/16inch,225mm/70/16inch,전륜구동,수동5단,맥퍼슨스트럿,더블위시본,V디스크,디스크,랙앤피니언,,
2003 아반떼,가솔린 2.0 VVT,"1,208~1,930만원",직렬4기통DOHC,정보없음,"1,975cc",가솔린,"자동11.9km/ℓ(3등급)별표*
수동13.6km/ℓ(2등급)별표*
",5인승,전륜구동,"자동,수동",직렬4기통DOHC,"1,975cc",가솔린,143hp,19.0kg.m,197~204km/h,정보없음,정보없음,"자동11.9km/ℓ(3등급)별표*
수동13.6km/ℓ(2등급)별표*
",정보없음,"4,510mm","1,720mm","1,425mm","2,610mm","1,485mm","1,475mm","1,250~1,275kg",5인승,195mm/60/15inch,195mm/60/15inch,전륜구동,"자동,수동",맥퍼슨스트럿,듀얼링크코일스프링,디스크,디스크,랙앤피니언,,
2003 아반떼,가솔린 1.5 VVT,"877~1,359만원",직렬4기통DOHC,정보없음,"1,495cc",가솔린,"자동13.6km/ℓ(2등급)별표*
수동15.5km/ℓ(1등급)별표*
",5인승,전륜구동,"자동,수동",직렬4기통DOHC,"1,495cc",가솔린,102hp,13.6kg.m,182~204km/h,정보없음,정보없음,"자동13.6km/ℓ(2등급)별표*
수동15.5km/ℓ(1등급)별표*
",정보없음,"4,510mm","1,720mm","1,425mm","2,610mm","1,485mm","1,475mm","1,167~1,188kg",5인승,175~185mm/65~70/14~15inch,185mm/65/15inch,전륜구동,"자동,수동",맥퍼슨스트럿,듀얼링크코일스프링,디스크,디스크,랙앤피니언,,
2003 아반떼 해치백,가솔린 2.0 VVT,"1,199~1,555만원",직렬4기통DOHC,정보없음,"1,975cc",가솔린,"자동11.9km/ℓ(3등급)별표*
수동13.6km/ℓ(2등급)별표*
",5인승,전륜구동,"자동,수동",직렬4기통DOHC,"1,975cc",가솔린,143hp,19.0kg.m,197~204km/h,정보없음,정보없음,"자동11.9km/ℓ(3등급)별표*
수동13.6km/ℓ(2등급)별표*
",정보없음,"4,495mm","1,720mm","1,425mm","2,610mm","1,485mm","1,475mm","1,305~1,330kg",5인승,195mm/60/15inch,195mm/60/15inch,전륜구동,"자동,수동",맥퍼슨스트럿,듀얼링크코일스프링,디스크,디스크,랙앤피니언,,
2003 아반떼 해치백,가솔린 1.5 VVT,"1,040~1,390만원",직렬4기통DOHC,정보없음,"1,495cc",가솔린,"자동13.6km/ℓ(2등급)별표*
수동15.5km/ℓ(1등급)별표*
",5인승,전륜구동,"자동,수동",직렬4기통DOHC,"1,495cc",가솔린,102hp,13.6kg.m,182~189km/h,정보없음,정보없음,"자동13.6km/ℓ(2등급)별표*
수동15.5km/ℓ(1등급)별표*
",정보없음,"4,495mm","1,720mm","1,425mm","2,610mm","1,485mm","1,475mm","1,167~1,188kg",5인승,195mm/60/15inch,195mm/60/15inch,전륜구동,"자동,수동",맥퍼슨스트럿,듀얼링크코일스프링,디스크,디스크,랙앤피니언,,
2003 트라제XG,9인승 2.0 VGT,"1,753~2,025만원","2.0VGT,2.0DOHC",정보없음,"1,991cc",디젤,"자동12.3km/ℓ(3등급)별표*
",9인승,전륜구동,자동4단,"2.0VGT,2.0DOHC","1,991cc",디젤,115hp,26.5kg.m,정보없음,정보없음,정보없음,"자동12.3km/ℓ(3등급)별표*
",정보없음,"4,695mm","1,840mm","1,705~1,755mm","2,830mm","1,565mm","1,565mm","1,870kg",9인승,215mm/65/15inch,215mm/65/15inch,전륜구동,자동4단,맥퍼슨스트럿,세미트레일링암,디스크,디스크,랙앤피니언,,
2003 트라제XG,6인승 2.7 DOHC,"2,335~2,635만원",2.0DOHC,정보없음,"2,656cc",가솔린,"자동8.5km/ℓ(4등급)별표*
",6인승,전륜구동,자동4단,2.0DOHC,"2,656cc",가솔린,185hp,25.8kg.m,정보없음,정보없음,정보없음,"자동8.5km/ℓ(4등급)별표*
",정보없음,"4,695mm","1,840mm","1,710~1,760mm","2,830mm","1,565mm","1,565mm","1,780kg",6인승,215mm/65/15inch,215mm/65/15inch,전륜구동,자동4단,맥퍼슨스트럿,세미트레일링암,디스크,디스크,랙앤피니언,,
2004 그랜저,R20,"2,116~2,237만원",V6,자연흡기,"1,998cc",가솔린,"자동9.9km/ℓ(4등급)별표*
",5인승,전륜구동,자동4단,V6,"1,998cc",가솔린,137hp,18.0kg.m,203km/h,정보없음,정보없음,"자동9.9km/ℓ(4등급)별표*
",정보없음,"4,875mm","1,825mm","1,420mm","2,750mm","1,540mm","1,530mm","1,550kg",5인승,205mm/65/15inch,205mm/65/15inch,전륜구동,자동4단,더블위시본,멀티링크코일스프링,디스크,디스크,랙앤피니언,,
2004 그랜저,S20,"2,265~2,487만원",V6,자연흡기,"1,998cc",가솔린,"자동9.9km/ℓ(4등급)별표*
",5인승,전륜구동,자동4단,V6,"1,998cc",가솔린,137hp,18.0kg.m,203km/h,정보없음,정보없음,"자동9.9km/ℓ(4등급)별표*
",정보없음,"4,875mm","1,825mm","1,420mm","2,750mm","1,540mm","1,530mm","1,550kg",5인승,205mm/65/15inch,205mm/65/15inch,전륜구동,자동4단,더블위시본,멀티링크코일스프링,디스크,디스크,랙앤피니언,,
2004 그랜저,S30,"2,812~3,174만원",V6,자연흡기,"2,972cc",가솔린,"자동8.5km/ℓ(4등급)별표*
",5인승,전륜구동,자동5단,V6,"2,972cc",가솔린,182hp,25.7kg.m,205km/h,정보없음,정보없음,"자동8.5km/ℓ(4등급)별표*
",정보없음,"4,875mm","1,825mm","1,420mm","2,750mm","1,540mm","1,530mm","1,666kg",5인승,205mm/60/16inch,205mm/60/16inch,전륜구동,자동5단,더블위시본,멀티링크코일스프링,디스크,디스크,랙앤피니언,,
2004 그랜저,R25,"2,439~2,580만원",V6,자연흡기,"2,493cc",가솔린,"자동8.6km/ℓ(4등급)별표*
",5인승,전륜구동,자동4단,V6,"2,493cc",가솔린,172hp,22.9kg.m,205km/h,정보없음,정보없음,"자동8.6km/ℓ(4등급)별표*
",정보없음,"4,875mm","1,825mm","1,420mm","2,750mm","1,540mm","1,530mm","1,577kg",5인승,205mm/60/16inch,205mm/60/16inch,전륜구동,자동4단,더블위시본,멀티링크코일스프링,디스크,디스크,랙앤피니언,,
2004 그랜저,S25,"2,582~3,122만원",V6,자연흡기,"2,493cc",가솔린,"자동8.6km/ℓ(4등급)별표*
",5인승,전륜구동,자동4단,V6,"2,493cc",가솔린,172hp,22.9kg.m,205km/h,정보없음,정보없음,"자동8.6km/ℓ(4등급)별표*
",정보없음,"4,875mm","1,825mm","1,420mm","2,750mm","1,540mm","1,530mm","1,577kg",5인승,205mm/60/16inch,205mm/60/16inch,전륜구동,자동4단,더블위시본,멀티링크코일스프링,디스크,디스크,랙앤피니언,,
2004 베르나,1.5 GV 가솔린,"835~1,087만원",1.5SOHC,정보없음,"1,495cc",가솔린,"자동11.9km/ℓ(3등급)별표*
수동15.2km/ℓ(1등급)별표*
",5인승,전륜구동,"자동,수동",1.5SOHC,"1,495cc",가솔린,91hp,13.2kg.m,정보없음,정보없음,정보없음,"자동11.9km/ℓ(3등급)별표*
수동15.2km/ℓ(1등급)별표*
",정보없음,"4,260mm","1,680mm","1,395mm","2,440mm","1,435mm","1,425mm","1,044~1,069kg",5인승,185mm/60/14inch,185mm/60/14inch,전륜구동,"자동,수동",맥퍼슨스트럿,듀얼링크코일스프링,디스크,드럼,랙앤피니언,,
2004 베르나,1.5 GD 가솔린,"864~1,116만원",1.5VVT,정보없음,"1,495cc",가솔린,"자동12.3km/ℓ(3등급)별표*
수동14.6km/ℓ(2등급)별표*
",5인승,전륜구동,"자동,수동",1.5VVT,"1,495cc",가솔린,107hp,13.8kg.m,정보없음,정보없음,정보없음,"자동12.3km/ℓ(3등급)별표*
수동14.6km/ℓ(2등급)별표*
",정보없음,"4,260mm","1,680mm","1,395mm","2,440mm","1,435mm","1,425mm","1,049~1,074kg",5인승,185mm/60/14inch,185mm/60/14inch,전륜구동,"자동,수동",맥퍼슨스트럿,듀얼링크코일스프링,디스크,드럼,랙앤피니언,,
2004 베르나,1.3 GL 가솔린,747~864만원,1.3SOHC,정보없음,"1,341cc",가솔린,"자동12.2km/ℓ(3등급)별표*
수동15.2km/ℓ(1등급)별표*
",5인승,전륜구동,"자동,수동",1.3SOHC,"1,341cc",가솔린,85hp,12.0kg.m,정보없음,정보없음,정보없음,"자동12.2km/ℓ(3등급)별표*
수동15.2km/ℓ(1등급)별표*
",정보없음,"4,260mm","1,680mm","1,395mm","2,440mm","1,435mm","1,425mm","1,044~1,069kg",5인승,175mm/70/13inch,175mm/70/13inch,전륜구동,"자동,수동",맥퍼슨스트럿,듀얼링크코일스프링,디스크,드럼,랙앤피니언,,
2004 베르나 해치백,1.3L 가솔린,594~757만원,1.3SOHC,정보없음,"1,341cc",가솔린,"자동12.2km/ℓ(3등급)별표*
수동15.2km/ℓ(1등급)별표*
",5인승,전륜구동,"자동,수동",1.3SOHC,"1,341cc",가솔린,85hp,12.0kg.m,정보없음,정보없음,정보없음,"자동12.2km/ℓ(3등급)별표*
수동15.2km/ℓ(1등급)별표*
",정보없음,"4,215mm","1,680mm","1,395mm","2,440mm","1,435mm","1,425mm","1,044~1,069kg",5인승,175mm/70/13inch,175mm/70/13inch,전륜구동,"자동,수동",맥퍼슨스트럿,듀얼링크코일스프링,디스크,드럼,랙앤피니언,,
2004 베르나 해치백,1.5 GD 가솔린,"854~1,114만원",1.5VVT,정보없음,"1,495cc",가솔린,"자동12.3km/ℓ(3등급)별표*
수동14.6km/ℓ(2등급)별표*
",5인승,전륜구동,"자동,수동",1.5VVT,"1,495cc",가솔린,107hp,13.8kg.m,정보없음,정보없음,정보없음,"자동12.3km/ℓ(3등급)별표*
수동14.6km/ℓ(2등급)별표*
",정보없음,"4,215mm","1,680mm","1,395mm","2,440mm","1,435mm","1,425mm","1,049~1,074kg",5인승,185mm/60/14inch,185mm/60/14inch,전륜구동,"자동,수동",맥퍼슨스트럿,듀얼링크코일스프링,디스크,드럼,랙앤피니언,,
2004 베르나 해치백,1.5 GV 가솔린,"825~1,085만원",1.5VVT,정보없음,"1,495cc",가솔린,"자동11.9km/ℓ(3등급)별표*
수동14.8km/ℓ(2등급)별표*
",5인승,전륜구동,"자동,수동",1.5VVT,"1,495cc",가솔린,91hp,13.2kg.m,정보없음,정보없음,정보없음,"자동11.9km/ℓ(3등급)별표*
수동14.8km/ℓ(2등급)별표*
",정보없음,"4,215mm","1,680mm","1,395mm","2,440mm","1,435mm","1,425mm","1,044~1,069kg",5인승,185mm/60/14inch,185mm/60/14inch,전륜구동,"자동,수동",맥퍼슨스트럿,듀얼링크코일스프링,디스크,드럼,랙앤피니언,,
2004 스타렉스 리무진,2.5 디젤,"3,818만원",D4CB,싱글터보,"2,497cc",디젤,"자동8.2km/ℓ별표*
",9인승,후륜구동,자동4단,D4CB,"2,497cc",디젤,145hp,33.0kg.m,정보없음,정보없음,정보없음,"자동8.2km/ℓ별표*
",정보없음,"5,135mm","1,905mm","2,280mm","3,080mm",정보없음,정보없음,"2,225kg",9인승,225mm/60/16inch,225mm/60/16inch,후륜구동,자동4단,더블위시본,5링크코일스프링,디스크,디스크,랙앤피니언,,
2004 싼타페,디젤 2.0 2WD,"1,848~1,954만원",2.0VGT,정보없음,"1,991cc",디젤,"자동10.0km/ℓ(4등급)별표*
수동14.4km/ℓ(2등급)별표*
",7인승,전륜구동,"자동4단,수동5단",2.0VGT,"1,991cc",디젤,115hp,26.5kg.m,정보없음,정보없음,정보없음,"자동10.0km/ℓ(4등급)별표*
수동14.4km/ℓ(2등급)별표*
",정보없음,"4,500mm","1,845mm","1,740mm","2,620mm","1,540mm","1,540mm","1,675~1,715kg",7인승,225mm/70/16inch,225mm/70/16inch,전륜구동,"자동4단,수동5단",맥퍼슨스트럿,더블위시본,V디스크,디스크,랙앤피니언,,
2004 쏘나타,F24,"2,382~2,699만원",2.4세타VVT,정보없음,"2,359cc",가솔린,"자동10.9km/ℓ(3등급)별표*
",5인승,전륜구동,자동4단,2.4세타VVT,"2,359cc",가솔린,166hp,23.0kg.m,정보없음,정보없음,정보없음,"자동10.9km/ℓ(3등급)별표*
",정보없음,"4,800mm","1,830mm","1,475mm","2,730mm","1,565~1,575mm","1,550~1,560mm","1,496kg",5인승,215~225mm/50~60/16~17inch,215~225mm/50~60/16~17inch,전륜구동,자동4단,더블위시본,멀티링크코일스프링,"V디스크,디스크",디스크,랙앤피니언,,
2004 쏘나타,N20,"1,689~2,359만원",2.0세타VVT,정보없음,"1,998cc",가솔린,"자동10.7km/ℓ(3등급)별표*
수동12.1km/ℓ(3등급)별표*
",5인승,전륜구동,"자동4단,수동5단",2.0세타VVT,"1,998cc",가솔린,144hp,19.1kg.m,정보없음,정보없음,정보없음,"자동10.7km/ℓ(3등급)별표*
수동12.1km/ℓ(3등급)별표*
",정보없음,"4,800mm","1,830mm","1,475mm","2,730mm","1,565~1,575mm","1,550~1,560mm","1,443~1,450kg",5인승,215mm/60~65/15~16inch,215mm/60~65/15~16inch,전륜구동,"자동4단,수동5단",더블위시본,멀티링크코일스프링,V디스크,디스크,랙앤피니언,,
2004 에쿠스,VS450,"7,142만원",V8,자연흡기,"4,498cc",가솔린,"자동6.8km/ℓ(5등급)별표*
",5인승,전륜구동,자동5단,V8,"4,498cc",가솔린,270hp,38.0kg.m,정보없음,정보없음,정보없음,"자동6.8km/ℓ(5등급)별표*
",정보없음,"5,120mm","1,870mm","1,480mm","2,840mm","1,615mm","1,615mm","2,050kg",5인승,235mm/55/17inch,235mm/55/17inch,전륜구동,자동5단,맥퍼슨스트럿,멀티링크코일스프링,V디스크,V디스크,랙앤피니언,,
2004 에쿠스,JS350,"5,246~5,950만원",V6,자연흡기,"3,497cc",가솔린,"자동7.2km/ℓ(5등급)별표*
",5인승,전륜구동,자동5단,V6,"3,497cc",가솔린,210hp,31.0kg.m,정보없음,정보없음,정보없음,"자동7.2km/ℓ(5등급)별표*
",정보없음,"5,120mm","1,870mm","1,480mm","2,840mm","1,615mm","1,615mm","1,990kg",5인승,235mm/55/17inch,235mm/55/17inch,전륜구동,자동5단,맥퍼슨스트럿,멀티링크코일스프링,V디스크,V디스크,랙앤피니언,,
2004 에쿠스,GS350,"4,768만원",V6,자연흡기,"3,497cc",가솔린,"자동7.2km/ℓ(5등급)별표*
",5인승,전륜구동,자동5단,V6,"3,497cc",가솔린,210hp,31.0kg.m,정보없음,정보없음,정보없음,"자동7.2km/ℓ(5등급)별표*
",정보없음,"5,120mm","1,870mm","1,480mm","2,840mm","1,615mm","1,615mm","1,990kg",5인승,235mm/55/17inch,235mm/55/17inch,전륜구동,자동5단,맥퍼슨스트럿,멀티링크코일스프링,V디스크,V디스크,랙앤피니언,,
2004 에쿠스,JS300,"4,621~5,188만원",V6,자연흡기,"2,972cc",가솔린,"자동7.5km/ℓ(5등급)별표*
",5인승,전륜구동,자동5단,V6,"2,972cc",가솔린,203hp,27.6kg.m,정보없음,정보없음,정보없음,"자동7.5km/ℓ(5등급)별표*
",정보없음,"5,120mm","1,870mm","1,480mm","2,840mm","1,615mm","1,615mm","1,945kg",5인승,235mm/55/17inch,235mm/55/17inch,전륜구동,자동5단,맥퍼슨스트럿,멀티링크코일스프링,V디스크,V디스크,랙앤피니언,,
2004 에쿠스,GS300,"4,001~4,309만원",V6,자연흡기,"2,972cc",가솔린,"자동7.5km/ℓ(5등급)별표*
",5인승,전륜구동,자동5단,V6,"2,972cc",가솔린,203hp,27.6kg.m,정보없음,정보없음,정보없음,"자동7.5km/ℓ(5등급)별표*
",정보없음,"5,120mm","1,870mm","1,480mm","2,840mm","1,615mm","1,615mm","1,945kg",5인승,235mm/55/17inch,235mm/55/17inch,전륜구동,자동5단,맥퍼슨스트럿,멀티링크코일스프링,V디스크,V디스크,랙앤피니언,,
2004 에쿠스 리무진,VL450,"8,490만원",V형8기통MPI,정보없음,"4,498cc",가솔린,"자동6.7km/ℓ(5등급)별표*
",5인승,전륜구동,자동5단,V형8기통MPI,"4,498cc",가솔린,270hp,38.0kg.m,정보없음,정보없음,정보없음,"자동6.7km/ℓ(5등급)별표*
",정보없음,"5,335mm","1,870mm","1,475mm","3,080mm","1,615mm","1,615mm","2,165kg",5인승,정보없음,정보없음,전륜구동,자동5단,맥퍼슨스트럿,멀티링크코일스프링,디스크,디스크,랙앤피니언,,
2004 에쿠스 리무진,JL350,"7,191만원",V형6기통MPI,정보없음,"3,497cc",가솔린,"자동7.0km/ℓ(5등급)별표*
",5인승,전륜구동,자동5단,V형6기통MPI,"3,497cc",가솔린,210hp,31.0kg.m,정보없음,정보없음,정보없음,"자동7.0km/ℓ(5등급)별표*
",정보없음,"5,335mm","1,870mm","1,475mm","3,080mm","1,615mm","1,615mm","2,069kg",5인승,정보없음,정보없음,전륜구동,자동5단,맥퍼슨스트럿,멀티링크코일스프링,디스크,디스크,랙앤피니언,,
2004 투싼,MX 4WD,"1,847~2,095만원",CRDI디젤,정보없음,"1,991cc",디젤,자동11.9km/ℓ(3등급)수동13.9km/ℓ(2등급),5인승,풀타임4륜구동,"자동4단,수동5단",CRDI디젤,"1,991cc",디젤,115hp,26.0kg.m,정보없음,정보없음,정보없음,자동11.9km/ℓ(3등급)수동13.9km/ℓ(2등급),정보없음,"4,325mm","1,800mm","1,680mm","2,630mm","1,540mm","1,540mm","1,607~1,627kg",5인승,235mm/60/14~16inch,235mm/60/14~16inch,풀타임4륜구동,"자동4단,수동5단",맥퍼슨스트럿,코일스프링,디스크,디스크,정보없음,,
2004 투싼,MX 2WD,"1,679~1,927만원",CRDI디젤,정보없음,"1,991cc",디젤,자동12.9km/ℓ(3등급)수동14.5km/ℓ(2등급),5인승,전륜구동,"자동4단,수동5단",CRDI디젤,"1,991cc",디젤,115hp,26.0kg.m,정보없음,정보없음,정보없음,자동12.9km/ℓ(3등급)수동14.5km/ℓ(2등급),정보없음,"4,325mm","1,800mm","1,680mm","2,630mm","1,540mm","1,540mm","1,524~1,539kg",5인승,235mm/60/14~16inch,235mm/60/14~16inch,전륜구동,"자동4단,수동5단",맥퍼슨스트럿,코일스프링,디스크,디스크,정보없음,,
2004 투싼,MXL 4WD,"2,119~2,353만원",CRDI디젤,정보없음,"1,991cc",디젤,자동11.9km/ℓ(3등급)수동13.9km/ℓ(2등급),5인승,풀타임4륜구동,"자동4단,수동5단",CRDI디젤,"1,991cc",디젤,115hp,26.0kg.m,정보없음,정보없음,정보없음,자동11.9km/ℓ(3등급)수동13.9km/ℓ(2등급),정보없음,"4,325mm","1,800mm","1,680mm","2,630mm","1,540mm","1,540mm","1,607~1,627kg",5인승,235mm/60/14~16inch,235mm/60/14~16inch,풀타임4륜구동,"자동4단,수동5단",맥퍼슨스트럿,코일스프링,디스크,디스크,정보없음,,
